<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2b269574476263476913283168e483fec8287572bafc3633a3722280b1d0d13
size 2120580
=======
	chr	start	stop	arm_location
RASSF2	chr20	4780023	4823645	p
MIR1292	chr20	2652777	2652842	p
CPNE1	chr20	35626031	35664956	q
BPIFB5P	chr20	33316869	33329969	q
MIR3616	chr20	47166967	47167058	q
ITCH-AS1	chr20	34441592	34442025	q
RP1-101A2.1	chr20	46681676	46682375	q
RPS19P1	chr20	18504633	18505066	p
HAO1	chr20	7882981	7940474	p
TTPAL	chr20	44475886	44494603	q
RP11-19D2.1	chr20	7256580	7258214	p
C20orf173	chr20	35523186	35529652	q
BPIFB2	chr20	33007600	33023709	q
GSTM3P1	chr20	21501395	21501968	p
RN7SL443P	chr20	44007248	44007537	q
RP5-1022P6.3	chr20	5548840	5549481	p
RP3-461P17.6	chr20	45536796	45537014	q
SRXN1	chr20	646615	653370	p
RN7SL636P	chr20	50429190	50429483	q
DEFB119	chr20	31377164	31390603	q
HMGB3P1	chr20	34833575	34834462	q
BTBD3	chr20	11890723	11926609	p
SNORA71B	chr20	38425195	38425330	q
RP13-379L11.1	chr20	58069054	58072070	q
RPL35AP	chr20	47478214	47479010	q
RP11-462D18.2	chr20	17599255	17599807	p
RP5-1068H6.1	chr20	4735669	4736673	p
CSTF1	chr20	56392371	56406369	q
AL118506.1	chr20	63919617	63919688	q
AL117333.1	chr20	13955764	13955857	p
SOCS2P1	chr20	33187391	33188292	q
ZNF217	chr20	53567065	53609907	q
RN7SKP100	chr20	43063326	43063609	q
CDC42P1	chr20	34402149	34402696	q
RP5-859D4.3	chr20	6731258	6736136	p
SRSF6	chr20	43457928	43464247	q
IDH3B	chr20	2658395	2664219	p
RNU6-1159P	chr20	15021553	15021659	p
RPS4XP3	chr20	56601701	56602113	q
PSMA7	chr20	62136735	62143440	q
MIR4756	chr20	54068408	54068485	q
FLJ33581	chr20	24199767	24224588	p
MTG2	chr20	62183029	62203568	q
DEFB124	chr20	31465506	31476757	q
LINC00028	chr20	31485778	31487574	q
RP4-644L1.2	chr20	40696499	40698616	q
DEFB118	chr20	31368618	31373923	q
MIR124-3	chr20	63178500	63178586	q
MIR645	chr20	50585786	50585879	q
RP5-988G17.1	chr20	7347467	7367632	p
RP11-380D15.2	chr20	56267872	56269231	q
LKAAEAR1	chr20	64083380	64084359	q
MIR296	chr20	58817615	58817694	q
MMP9	chr20	46008908	46016561	q
ZNF337-AS1	chr20	25624045	25678074	p
RP3-492J12.2	chr20	59123404	59147026	q
RP5-965G21.4	chr20	25239007	25245229	p
DUXAP7	chr20	18642782	18643634	p
WFDC5	chr20	45109452	45115172	q
SLC13A3	chr20	46557823	46684467	q
KCNK15	chr20	44745780	44752313	q
RPN2	chr20	37178410	37241623	q
SULF2	chr20	47656348	47786616	q
CTD-2653D5.1	chr20	47677901	47686297	q
RP13-401N8.3	chr20	25835985	25836832	NA
SYCP2	chr20	59863563	59933655	q
SNORD12B	chr20	49280319	49280409	q
LINC00659	chr20	62774128	62775412	q
ASXL1	chr20	32358344	32439319	q
SIRPB2	chr20	1470741	1491587	p
RNU6-994P	chr20	63337339	63337449	q
MT1P3	chr20	35218009	35218185	q
RP11-227D2.3	chr20	21397818	21400391	p
RP1-300I2.3	chr20	45229817	45230191	q
MIR298	chr20	58818226	58818313	q
RP11-261P9.4	chr20	58710795	58711633	q
RP5-827E24.1	chr20	61434625	61437547	q
SNRPFP1	chr20	49729591	49729842	q
HAR1A	chr20	63102205	63104386	q
RP5-1027G4.3	chr20	19242302	19284596	p
SPINT3	chr20	45512461	45515624	q
RN7SL638P	chr20	18592330	18592619	p
PIEZO1P1	chr20	59460619	59460837	q
GAPDHP54	chr20	46997596	46998488	q
RP5-859I17.2	chr20	8929895	8930038	p
CDH4	chr20	61252426	61940617	q
APMAP	chr20	24962925	24992979	p
RP5-984P4.6	chr20	21499261	21502934	p
MIR646HG	chr20	60087840	60527458	q
SLC35C2	chr20	46345980	46364458	q
RP4-564F22.7	chr20	38418483	38419202	q
NCOA5	chr20	46060985	46089952	q
RP4-678D15.1	chr20	53255979	53487274	q
TSHZ2	chr20	52972407	53495330	q
EDN3	chr20	59300427	59325992	q
AL136992.1	chr20	14245042	14245139	p
RP4-730D4.1	chr20	42606694	42607559	q
RNU1-94P	chr20	31901254	31901426	q
TFAP2C	chr20	56629302	56639283	q
RP11-321P16.1	chr20	48073869	48074188	q
RPS10L	chr20	839447	839977	p
RP4-563E14.1	chr20	62928621	62929297	q
HNF4A	chr20	44355700	44432845	q
HAUS6P2	chr20	31341371	31344471	q
RP5-1195D24.1	chr20	16857962	16864148	p
SEC23B	chr20	18507493	18561415	p
AL049794.1	chr20	16551149	16553012	p
SUMO1P1	chr20	53875252	53875557	q
NINL	chr20	25452705	25585517	p
C20orf195	chr20	63547891	63556708	q
RP5-860P4.2	chr20	24679547	24680991	p
RP1-198K11.5	chr20	21302731	21303704	p
MIR1-1	chr20	62554303	62554379	q
AL031655.1	chr20	8610154	8610240	p
RP11-388K2.1	chr20	15552157	15552885	p
MOCS3	chr20	50958826	50963931	q
SDC4	chr20	45325288	45348424	q
RNA5SP480	chr20	31356870	31356978	q
TCF15	chr20	603797	610398	p
SMOX	chr20	4120980	4187747	p
RNA5SP486	chr20	47873191	47873273	q
RP11-358D14.2	chr20	63448051	63449329	q
TRPC4AP	chr20	35002404	35092871	q
RPF2P1	chr20	35752814	35753719	q
WI2-87327B8.1	chr20	62575590	62577507	q
ENSAP1	chr20	15619494	15619819	p
RP5-1068H6.6	chr20	4761300	4761696	p
RP5-1116H23.1	chr20	5013520	5013724	p
ENTPD6	chr20	25195693	25226729	p
RP5-1031J8.1	chr20	39785721	39813229	q
RPS27AP2	chr20	17516843	17517307	p
LINC00237	chr20	21087604	21106358	p
RP11-359G22.2	chr20	22676072	22685344	p
XXyac-YX60D10.2	chr20	23772785	23776169	p
RP5-881L22.6	chr20	44389624	44391537	q
RPL17P1	chr20	20253303	20253838	p
SLC32A1	chr20	38724462	38729372	q
WISP2	chr20	44714844	44728509	q
PTGIS	chr20	49503874	49568146	q
ZNF840	chr20	46484461	46492640	q
GTSF1L	chr20	43726164	43726998	q
CCM2L	chr20	32010450	32032180	q
JAG1	chr20	10637684	10674107	p
RP5-827L5.2	chr20	61077224	61077816	q
BIRC7	chr20	63235883	63240507	q
SLC24A3	chr20	19212646	19722937	p
SDCBP2	chr20	1309909	1329239	p
RP4-794I6.4	chr20	3239705	3245382	p
DEFB126	chr20	142369	145751	p
POM121L3P	chr20	23989292	23990454	p
AL354984.2	chr20	58067456	58067607	q
AL031666.1	chr20	47314525	47314592	q
LIME1	chr20	63736283	63739103	q
RP4-806M20.5	chr20	58754351	58756838	q
RP11-425M5.8	chr20	37571103	37583935	q
DEFB117	chr20	31360790	31360930	q
FAM182B	chr20	25763466	25868225	NA
MIR4326	chr20	63286808	63286866	q
EEF1A1P34	chr20	18782424	18783690	p
DDX27	chr20	49219295	49244077	q
RP5-1185K9.1	chr20	21947647	21970783	p
RP4-553F4.2	chr20	33728931	33731828	q
XKR7	chr20	31968002	32003387	q
CBLN4	chr20	55997440	56005472	q
SLC4A11	chr20	3227417	3239190	p
BANF2	chr20	17693672	17735871	p
LINC01523	chr20	47983404	47984313	q
RNF24	chr20	3927309	4015582	p
NOL4L	chr20	32443059	32585074	q
EBF4	chr20	2692878	2760108	p
MIR647	chr20	63942631	63942726	q
SPATA25	chr20	45886489	45887635	q
RN7SKP111	chr20	11818821	11819091	p
AL133230.1	chr20	50622189	50622299	q
RP11-755J8.1	chr20	30681825	30723932	q
RNU6ATAC17P	chr20	25611153	25611223	p
WFDC12	chr20	45123425	45124465	q
DDRGK1	chr20	3190350	3204685	p
GGTLC1	chr20	23985050	23988779	p
CEBPB	chr20	50190734	50192689	q
RPL36P1	chr20	52890162	52890386	q
HAR1B	chr20	63095493	63102319	q
MAVS	chr20	3846799	3876123	p
RP3-410C9.2	chr20	26188408	26196891	NA
RP4-681N20.5	chr20	3921279	3923400	p
SLC17A9	chr20	62952647	62969585	q
RP4-737E23.7	chr20	23180176	23187544	p
SNAP25-AS1	chr20	10021978	10368776	p
RP4-610C12.3	chr20	30286961	30288311	NA
EEF1A2	chr20	63488013	63499315	q
LINC00261	chr20	22547671	22578642	p
SDAD1P2	chr20	10385779	10387806	p
RP3-477O4.14	chr20	35476203	35490982	q
RP4-718D20.3	chr20	19693209	19697576	p
LINC00029	chr20	63034217	63037028	q
SNHG17	chr20	38420588	38435353	q
UBOX5	chr20	3107573	3160196	p
RP11-157P1.4	chr20	62305432	62306325	q
FASTKD5	chr20	3146519	3159897	p
RP5-967N21.11	chr20	6000418	6000941	p
SGK2	chr20	43558968	43588237	q
RNF114	chr20	49936336	49953892	q
PARD6B	chr20	50731544	50756795	q
FAT1P1	chr20	10888582	10889088	p
ADRM1	chr20	62302093	62308862	q
RNU2-52P	chr20	41024205	41024394	q
RN7SKP271	chr20	35643143	35643462	q
AL109618.1	chr20	6228794	6228948	p
PCSK2	chr20	17226107	17484578	p
RNU6-639P	chr20	43796437	43796543	q
COMMD7	chr20	32702691	32743997	q
RP11-19D2.2	chr20	7302056	7307432	p
GPCPD1	chr20	5544439	5611026	p
LINC00494	chr20	48359950	48370629	q
TRMT6	chr20	5937235	5950558	p
RP4-614C15.2	chr20	59352195	59357774	q
OXT	chr20	3071620	3072517	p
MIR133A2	chr20	62564912	62565013	q
KIZ	chr20	21125983	21246622	p
MIR3192	chr20	18470604	18470715	p
RPL12P3	chr20	33272262	33272657	q
RBBP8NL	chr20	62410237	62427533	q
RP13-401N8.1	chr20	25751218	25752761	NA
OGFR	chr20	62804835	62814000	q
SOX18	chr20	64047582	64049641	q
NCOA3	chr20	47501902	47656877	q
KCNG1	chr20	51003656	51023129	q
RP5-1116H23.3	chr20	5066082	5068154	p
RP4-775C13.1	chr20	6213699	6215381	p
RP5-999L4.2	chr20	19871891	19872284	p
AL133228.1	chr20	50860908	50860986	q
RP4-545L17.12	chr20	1186092	1207036	p
RP4-569M23.2	chr20	47352561	47354633	q
C20orf181	chr20	63843436	63843915	q
RPLP0P1	chr20	16586333	16586693	p
RPL39P	chr20	56459428	56459583	q
HELZ2	chr20	63558086	63574239	q
RP4-620E11.8	chr20	41485571	41486225	q
FLRT3	chr20	14322988	14337616	p
MIR6871	chr20	41169023	41169078	q
RP5-1153D9.5	chr20	56522252	56523499	q
ABBA01015879.1	chr20	29106001	29106136	NA
SLPI	chr20	45252239	45254564	q
WFDC10A	chr20	45629526	45631196	q
SIRPG	chr20	1629152	1657779	p
RP11-103J8.2	chr20	11001304	11001763	p
RP5-1025A1.3	chr20	25062962	25063591	p
RP5-854E16.2	chr20	31285317	31286835	q
RP5-998H6.2	chr20	46168404	46171237	q
TLDC2	chr20	36876121	36894235	q
MYLK2	chr20	31819308	31834689	q
STK35	chr20	2101611	2177038	p
RPS27AP3	chr20	37049254	37049707	q
FAM65C	chr20	50586108	50691528	q
NAA20	chr20	20017116	20033655	p
RP11-112L6.3	chr20	50162765	50166102	q
RNU7-92P	chr20	47904348	47904423	q
AL139351.1	chr20	48090129	48090218	q
NXT1	chr20	23350736	23354777	p
MCM8	chr20	5950652	5995894	p
RP3-453C12.8	chr20	45388347	45388705	q
CSNK2A1	chr20	473591	543821	p
RP5-1025A1.2	chr20	25099105	25099928	p
CST12P	chr20	23475700	23479798	p
RNA5SP477	chr20	21138956	21139074	p
RP4-530I15.9	chr20	50570975	50578041	q
RP3-453C12.15	chr20	45435272	45448325	q
AL121897.1	chr20	32277700	32277788	q
RP11-314N13.10	chr20	1317571	1393096	p
LINC00658	chr20	5426895	5471094	p
RNA5SP475	chr20	15280764	15280873	p
IFT52	chr20	43590931	43647296	q
SPAG4	chr20	35615892	35621049	q
RNU4-40P	chr20	35887659	35887801	q
LSM14B	chr20	62122461	62135378	q
RP11-416N4.4	chr20	10173520	10196990	p
PROKR2	chr20	5302040	5314369	p
PGBD4P2	chr20	44841925	44842539	q
RP3-333B15.4	chr20	23481645	23519054	p
VPS16	chr20	2840703	2866732	p
FAM83C	chr20	35285731	35292401	q
MIR941-1	chr20	63920036	63920107	q
LPIN3	chr20	41340920	41360582	q
UBE2V1P1	chr20	3361880	3362324	p
UBE2V1	chr20	50081124	50115959	q
LINC00851	chr20	18379049	18381484	p
SNORD12	chr20	49280683	49280772	q
WFDC3	chr20	45747944	45791932	q
FTLP3	chr20	4023917	4024444	p
CTSZ	chr20	58995185	59007247	q
VSTM2L	chr20	37903104	37945350	q
NPBWR2	chr20	64105820	64107171	q
RP4-550H1.5	chr20	36086252	36088192	q
RP13-379O24.3	chr20	62477870	62478594	q
RP4-576H24.4	chr20	1540144	1620009	p
ATP9A	chr20	51596514	51768634	q
DTD1	chr20	18567453	18763917	p
NDUFAF5	chr20	13784950	13821582	p
RP11-462D18.4	chr20	17565501	17565851	p
ZNF133	chr20	18288283	18316996	p
PMEPA1	chr20	57648392	57711536	q
SLC52A3	chr20	760080	768487	p
AC011850.1	chr20	29760507	29760579	NA
WFDC11	chr20	45648563	45670270	q
UBE2D3P1	chr20	5292388	5292831	p
RP4-583P15.14	chr20	63738270	63740398	q
CTD-2514C3.1	chr20	26018832	26020684	NA
PPP1R3D	chr20	59936668	59940297	q
RNA5SP476	chr20	18433842	18433944	p
LINC00489	chr20	37619298	37623119	q
SOGA1	chr20	36777442	36863686	q
LINC01427	chr20	22280228	22282672	p
LINC00176	chr20	64034344	64039962	q
RP4-640H8.2	chr20	37676910	37683234	q
PLCB1	chr20	8132177	8968356	p
AL133232.1	chr20	56718886	56718969	q
RP11-15M15.2	chr20	53196229	53208705	q
WI2-87327B8.2	chr20	62596732	62603115	q
RP11-243J16.8	chr20	31808503	31808749	q
RP5-1125A11.7	chr20	33985617	33988989	q
RP11-476I15.5	chr20	64278306	64278561	q
PIGT	chr20	45416077	45426244	q
RALGAPA2	chr20	20389552	20712488	p
AL118525.1	chr20	49586681	49586774	q
RP5-1116H23.4	chr20	5061037	5061340	p
PYGB	chr20	25248069	25298014	p
LINC01370	chr20	40004477	40008529	q
TOP1	chr20	41028818	41124487	q
AL117380.2	chr20	57000087	57000157	q
RP1-63M2.5	chr20	33674517	33675380	q
RTFDC1	chr20	56468585	56519449	q
RPL15P1	chr20	18090116	18090715	p
AL132768.1	chr20	36746056	36746130	q
DKKL1P1	chr20	31274170	31274867	q
ZNF831	chr20	59191020	59259113	q
ELMO2	chr20	46366049	46432985	q
RP4-753D10.3	chr20	23031542	23039236	p
HMGB3P2	chr20	36076018	36076601	q
MIR6870	chr20	10649636	10649695	p
RP4-673D20.3	chr20	1767957	1779995	p
MIR646	chr20	60308474	60308567	q
RP3-322G13.7	chr20	23346941	23351486	p
PLAGL2	chr20	32192503	32207791	q
MIR941-2	chr20	63919756	63919827	q
RP4-616B8.6	chr20	38962472	38962993	q
RN7SL170P	chr20	56688401	56688695	q
CDH26	chr20	59958427	60034011	q
RNU7-141P	chr20	59852667	59852728	q
ARHGAP40	chr20	38601934	38651035	q
BPIFA2	chr20	33161768	33181412	q
RP4-684O24.5	chr20	1947246	2007517	p
MIR1825	chr20	32237795	32237847	q
PTPRT	chr20	42072752	43189970	q
MRGBP	chr20	62796453	62801738	q
AL117374.1	chr20	43073549	43073661	q
STX16-NPEPL1	chr20	58651434	58715410	q
MIR499A	chr20	34990376	34990497	q
SLC2A10	chr20	46709487	46736347	q
RP11-261N11.8	chr20	63359988	63371177	q
RP5-1121H13.3	chr20	42014034	42015478	q
RPS21	chr20	62387116	62388520	q
WFDC10B	chr20	45684653	45705019	q
MAPRE1	chr20	32819893	32850405	q
RNA5SP485	chr20	45559758	45559876	q
GSS	chr20	34928430	34955817	q
XRN2	chr20	21303304	21389827	p
AL035457.1	chr20	51177505	51177599	q
TM9SF4	chr20	32109506	32167258	q
NAPB	chr20	23374519	23421519	p
RN7SKP185	chr20	37975156	37975481	q
AL121923.1	chr20	52241185	52241266	q
ZFAS1	chr20	49278178	49295738	q
RAE1	chr20	57351010	57379211	q
RBBP9	chr20	18486540	18497243	p
AL050316.1	chr20	53062617	53062701	q
LLPHP1	chr20	20721187	20721879	p
RNU6ATAC38P	chr20	45778698	45778823	q
PXMP4	chr20	33702754	33720319	q
RP11-234K24.3	chr20	36148726	36155760	q
CTD-3184A7.4	chr20	63627227	63628824	q
TOX2	chr20	43914864	44069616	q
RNU6-407P	chr20	35030317	35030420	q
MIR663AHG	chr20	26186920	26251526	NA
RP13-379L11.3	chr20	58097267	58097591	q
RN7SL864P	chr20	14223041	14223325	p
BLCAP	chr20	37492472	37527931	q
NOP56	chr20	2652145	2658393	p
WFDC9	chr20	45607939	45631268	q
RGS19	chr20	64073181	64079988	q
RPS2P1	chr20	34122470	34123290	q
CDH22	chr20	46173733	46308498	q
RP3-343K2.4	chr20	37165774	37166312	q
SNAI1	chr20	49982999	49988886	q
SNORD86	chr20	2656097	2656182	p
LRRN4	chr20	6040778	6054049	p
RP5-1057B20.3	chr20	38103524	38104961	q
RP11-410N8.1	chr20	32581963	32593900	q
MIR4755	chr20	34049119	34049190	q
RP4-550H1.4	chr20	36072441	36085260	q
RIN2	chr20	19886521	20002457	p
ZNF335	chr20	45948653	45972172	q
GNAS-AS1_5	chr20	58850783	58850903	q
MRPS26	chr20	3045945	3048254	p
ATRN	chr20	3471040	3651122	p
RP4-737E23.6	chr20	23071547	23072722	p
RP4-614C15.3	chr20	59360927	59364773	q
RP4-673D20.5	chr20	1676662	1676907	p
CSE1L	chr20	49046246	49096960	q
RP3-461P17.9	chr20	45487613	45490248	q
SNAP23P	chr20	49038357	49038602	q
BCAS4	chr20	50794894	50882676	q
SCAND1	chr20	35953617	35959472	q
LINC01384	chr20	22587522	22607517	p
LINC00687	chr20	11800463	11870715	p
RNU6-563P	chr20	47492978	47493085	q
RP5-858L17.1	chr20	1888128	1894374	p
RP3-324O17.8	chr20	31580890	31581214	q
CNBD2	chr20	35954564	36030700	q
MC3R	chr20	56248732	56249815	q
PANK2	chr20	3888839	3929882	p
PCK1	chr20	57561080	57568112	q
BMP7-AS1	chr20	57214872	57215866	q
ARFGAP1	chr20	63272785	63289793	q
RNU6-192P	chr20	17903762	17903861	p
RP4-620E11.5	chr20	41382383	41383107	q
SPATA2	chr20	49903391	49915508	q
RP1-66N13.1	chr20	48383323	48384895	q
C20orf24	chr20	36605734	36612557	q
PREX1	chr20	48624252	48827883	q
RP5-897D18.1	chr20	56730397	56731460	q
MIR103A2	chr20	3917494	3917571	p
RPL7AL2	chr20	4590993	4591300	p
LINC00686	chr20	62695024	62700480	q
SNHG11	chr20	38446578	38450921	q
RP5-1177M21.1	chr20	20970448	20972562	p
Nkx2-2as	chr20	21614978	21615435	p
CST8	chr20	23491101	23496018	p
AL121761.1	chr20	19734816	19734909	p
RP5-843L14.1	chr20	56577563	56598621	q
RP5-1054A22.4	chr20	38233251	38233799	q
RNU6-917P	chr20	1529056	1529159	p
CHD6	chr20	41402101	41618494	q
RNA5SP479	chr20	23380896	23381012	p
HSPD1P21	chr20	45539983	45540227	q
RP3-324O17.7	chr20	31535263	31535626	q
TMEM230	chr20	5068232	5113103	p
RALY-AS1	chr20	33983052	33994357	q
RNU6-384P	chr20	31581089	31581192	q
PRNT	chr20	4731282	4740668	p
RP5-1017F8.2	chr20	60083360	60083872	q
RP11-352D3.2	chr20	4070152	4075165	p
RP11-314N13.3	chr20	1361622	1362585	p
HMGB1P1	chr20	57488392	57489027	q
HIGD1AP16	chr20	35878476	35878733	q
TNNC2	chr20	45823214	45833745	q
RNU6-919P	chr20	49794811	49794914	q
RN7SKP74	chr20	18295143	18295451	p
RP3-337O18.9	chr20	45892694	45893419	q
C20orf141	chr20	2814987	2815833	p
KCNS1	chr20	45092310	45101112	q
EIF4E2P1	chr20	20659710	20659964	p
SNORD17	chr20	17962710	17962946	p
AL109658.1	chr20	1488550	1488647	p
RNU7-14P	chr20	53668697	53668758	q
ADIG	chr20	38581195	38588463	q
LINC01428	chr20	7146467	7254202	p
GATA5	chr20	62463497	62475970	q
RP13-152O15.5	chr20	64056803	64057084	q
EDEM2	chr20	35115357	35147364	q
RNU6-1019P	chr20	3360036	3360142	p
CASC20	chr20	6446723	6528459	p
RP4-564F22.6	chr20	38378825	38383179	q
RP4-753D4.2	chr20	42968743	42971492	q
RP1-138B7.5	chr20	43549389	43550949	q
NCOR1P1	chr20	26103416	26114028	NA
PTPN1	chr20	50510321	50585241	q
BPIFB3	chr20	33055424	33073628	q
RP4-576H24.5	chr20	1591392	1591848	p
ZCCHC3	chr20	296968	300321	p
COX6CP2	chr20	50479767	50479991	q
ABBA01031663.1	chr20	29450327	29450406	NA
SOX12	chr20	325401	330224	p
ZNFX1-AS1_2	chr20	49279116	49279208	q
RP11-323C15.1	chr20	46863563	46864104	q
RN7SL594P	chr20	25654595	25654881	p
TOMM34	chr20	44942130	44960486	q
SUN5	chr20	32983773	33004433	q
ZNFX1-AS1_1	chr20	49278427	49278624	q
COX4I2	chr20	31637888	31645006	q
AC018688.1	chr20	30488745	30488859	q
TPM3P2	chr20	33912323	33913336	q
APCDD1L	chr20	58459101	58515131	q
ROMO1	chr20	35699272	35700984	q
RP11-560A15.4	chr20	57105741	57107128	q
RNU6-1166P	chr20	35769785	35769867	q
AC005220.3	chr20	53940160	53942508	q
RNU6-929P	chr20	56785981	56786087	q
MYH7B	chr20	34975403	35002437	q
LINC01441	chr20	55420336	55427197	q
AL139429.1	chr20	19590097	19590187	p
AL121756.1	chr20	33057588	33057670	q
RP3-333B15.6	chr20	23489416	23489973	p
RP1-122P22.2	chr20	19757708	19809675	p
RP1-309F20.4	chr20	58876592	58876981	q
TP53INP2	chr20	34704290	34713439	q
SPO11	chr20	57329759	57343994	q
AL050321.1	chr20	18169905	18169989	p
THBD	chr20	23045633	23049741	p
SYNDIG1	chr20	24469199	24666616	p
TRIB3	chr20	362835	397559	p
GAPDHP2	chr20	13392677	13393674	p
SLCO4A1-AS1	chr20	62663019	62666724	q
RP4-737E23.5	chr20	23148086	23149939	p
ZGPAT	chr20	63707465	63736142	q
KIAA1755	chr20	38210488	38260772	q
RP11-103J8.1	chr20	10672928	10994924	p
RP4-775C13.3	chr20	6220330	6220759	p
RN7SL14P	chr20	18258554	18258851	p
AL023913.1	chr20	10362088	10362230	p
GCNT7	chr20	56491492	56525925	q
RP11-465L10.10	chr20	46013500	46022073	q
DNMT3B	chr20	32762385	32809356	q
BAK1P1	chr20	32690180	32690815	q
DPH3P1	chr20	62845664	62845912	q
RP5-890O15.3	chr20	47160838	47161700	q
SIRPB3P	chr20	1665283	1708200	p
AL049539.1	chr20	32118654	32118751	q
RP4-576H24.2	chr20	1516759	1557653	p
GNAS-AS1_1	chr20	58842030	58842132	q
RP5-1103G7.10	chr20	267186	268857	p
MIR6813	chr20	64076955	64077010	q
RNU6-27P	chr20	17187510	17187616	p
RNA5SP478	chr20	23160857	23160971	p
AL121583.1	chr20	32381378	32381464	q
RP4-569M23.5	chr20	47318502	47320754	q
FAM217B	chr20	59933764	59948680	q
MACROD2-AS1	chr20	14884253	14929515	p
MIR941-3	chr20	63919505	63919576	q
ZNFX1-AS1_3	chr20	49280485	49280571	q
SS18L1	chr20	62143795	62182484	q
RPS10P2	chr20	14757563	14758056	p
KIF3B	chr20	32277664	32335011	q
PTMAP6	chr20	56700837	56701514	q
RP4-753D10.5	chr20	23010209	23030785	p
RN7SL555P	chr20	3094171	3094509	p
RP5-1128N12.2	chr20	11608436	11609048	p
RP11-93B14.9	chr20	62648961	62650767	q
C20orf203	chr20	32631652	32673941	q
MKKS	chr20	10401009	10434222	p
RP5-1100I6.1	chr20	24142590	24144386	p
RP4-697P8.3	chr20	10875333	10909272	p
RPS11P1	chr20	11345383	11345855	p
AL158175.1	chr20	22733210	22733301	p
RNU6-1018P	chr20	41684986	41685091	q
DEFB128	chr20	187853	189681	p
AL109805.1	chr20	3507007	3507112	p
CDK5RAP1	chr20	33358839	33401561	q
REM1	chr20	31475293	31484905	q
BPI	chr20	38260149	38337505	q
RTEL1-TNFRSF6B	chr20	63659300	63698698	q
SCRT2	chr20	661596	676179	p
ABBA01031658.1	chr20	29300928	29301042	NA
SLCO4A1	chr20	62642445	62685785	q
RP5-1050K3.3	chr20	47071865	47072236	q
LINC01271	chr20	50310711	50321342	q
SLC12A5	chr20	46021717	46060150	q
AL049647.1	chr20	19341296	19341372	p
RNA5SP483	chr20	35195306	35195423	q
RP5-823G15.5	chr20	53453058	53504314	q
MIR4533	chr20	60478111	60478181	q
RP13-30A9.2	chr20	62633772	62635862	q
SPEF1	chr20	3777504	3781448	p
RNA5SP487	chr20	56205052	56205173	q
MIR4758	chr20	62332487	62332557	q
AL035106.1	chr20	48739330	48739448	q
RPL7AP14	chr20	37444733	37445534	q
NANP	chr20	25612935	25624175	p
RP4-717M23.2	chr20	18220113	18220512	p
HM13-AS1	chr20	31567707	31573263	q
CST9L	chr20	23564732	23568749	p
CFTRP1	chr20	25919499	25919681	NA
RNA5SP481	chr20	32008351	32008472	q
RN7SKP184	chr20	53097652	53097984	q
RN7SL666P	chr20	43222206	43222509	q
HSPE1P1	chr20	39932922	39933239	q
ZNF343	chr20	2481817	2524702	p
MTRNR2L3	chr20	57358442	57359980	q
ZNF341-AS1	chr20	33787373	33811097	q
RP1-138B7.4	chr20	43523261	43523572	q
MROH8	chr20	37101226	37179588	q
RP11-379J5.5	chr20	18674395	18698709	p
RPL27AP	chr20	43652523	43653291	q
AL021394.1	chr20	47570935	47571015	q
RP4-718J7.4	chr20	57599695	57601200	q
ERGIC3	chr20	35542021	35557634	q
TTLL9	chr20	31870702	31944963	q
RP11-164D18.2	chr20	59515191	59516039	q
SALL4	chr20	51784042	51802520	q
RP1-300I2.2	chr20	45230868	45233331	q
MIR6812	chr20	45425510	45425573	q
RN7SKP140	chr20	21424758	21425041	p
RP11-425M5.7	chr20	37526642	37527060	q
RP5-965G21.3	chr20	25229150	25231933	p
PPIAP21	chr20	43230760	43231260	q
LINC00656	chr20	23125068	23132621	p
SNORD110	chr20	2654212	2654286	p
CENPB	chr20	3783851	3786690	p
WFDC13	chr20	45702016	45708817	q
TSPY26P	chr20	32186477	32190527	q
SCP2D1	chr20	18813726	18814392	p
RNU1-134P	chr20	63908955	63909119	q
AL050327.1	chr20	58605084	58605227	q
